attention,partyid,education,age,postalcode,income,control_income,control_amount_income,treat_average_income,treat_average_amount_income,treat_suppose_income,treat_suppose_amount_income,control_original,control_amount,treat_average,treat_average_amount,treat_suppose,treat_suppose_amount,treatment_income,control_response,control_amount_response,treatment1_response,treatment1_amount_response,treatment2_response,treatment2_amount_response,treatment_response,control,treatment1,treatment2,treatment,yhat,caseid
1,Republican,college,49,60,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,488
1,Republican,college,46,468,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,489
1,Independent,college,64,436,50k,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,25,1,0,0,1,1,1,490
1,Republican,graduate,51,604,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,491
1,Democratic,graduate,27,191,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,492
1,Independent,college,26,190,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,493
1,Democratic,college,30,295,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,494
1,Independent,college,39,350,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0,NA,NA,NA,NA,1,50,1,0,0,1,1,1,495
1,Democratic,graduate,37,327,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,496
1,Republican,college,36,153,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,497
1,Independent,graduate,50,571,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,498
1,Republican,graduate,49,606,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,499
1,Democratic,college,36,85,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,0,NA,NA,1,25,NA,NA,1,0,1,0,1,1,500
1,Republican,college,29,282,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,501
1,Democratic,college,39,405,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,502
1,Republican,graduate,34,183,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,503
1,Democratic,graduate,59,856,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,504
1,Republican,college,39,281,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,505
1,Democratic,highschool,60,957,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,506
1,Independent,graduate,38,115,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,507
1,Democratic,college,62,43606,50k,NA,NA,NA,NA,NA,NA,1,100,NA,NA,NA,NA,0,1,100,NA,NA,NA,NA,NA,1,0,0,0,1,508
1,Democratic,college,31,600,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,509
1,Democratic,college,47,272,50k,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,1,0,0,0,1,510
1,Democratic,graduate,72,917,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,511
1,Independent,graduate,27,334,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,512
1,Democratic,graduate,29,405,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,513
1,Democratic,college,30,314,100k,NA,NA,NA,NA,NA,NA,1,100,NA,NA,NA,NA,0,1,100,NA,NA,NA,NA,NA,1,0,0,0,1,514
1,Democratic,graduate,25,113,100k,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,50,NA,NA,NA,NA,NA,1,0,0,0,1,515
1,Republican,highschool,53,403,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,516
1,Independent,highschool,29,902,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,517
1,Republican,college,47,915,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,518
1,Democratic,college,19,770,20k,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,NA,NA,NA,NA,NA,1,0,0,0,1,519
1,Republican,graduate,33,758,100k,NA,NA,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1000,NA,NA,1,0,1,0,1,1,520
1,Independent,college,31,310,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,521
1,Democratic,highschool,36,634,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,522
1,Republican,college,34,543,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,523
1,Democratic,college,23,809,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,524
1,Independent,college,58,19,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,525
1,Independent,college,70,275,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,526
1,Democratic,graduate,24,331,20k,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20,1,0,0,1,1,1,527
1,Republican,college,67,902,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,528
1,Democratic,college,33,604,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,529
1,Independent,college,67,80,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,530
1,Democratic,college,20,276,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,531
1,Democratic,highschool,39,282,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,532
1,Democratic,highschool,27,206,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,533
1,Independent,college,40,970,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,534
1,Independent,graduate,27,982,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,535
1,Independent,graduate,30,286,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,536
1,Independent,college,65,330,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,537
1,Independent,graduate,33,465,50k,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,100,NA,NA,NA,NA,NA,1,0,0,0,1,538
1,Independent,college,59,502,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,539
1,Republican,college,39,688,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,540
1,Democratic,college,41,170,50k,NA,NA,NA,NA,1,50,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,50,1,0,0,1,1,1,541
1,Independent,college,32,472,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,542
1,Democratic,highschool,27,930,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,543
1,Republican,college,50,752,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,544
1,Independent,college,41,215,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,545
1,Independent,college,53,112,50k,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,25,NA,NA,NA,NA,NA,1,0,0,0,1,546
1,Democratic,college,44,480,50k,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,45,NA,NA,1,0,1,0,1,1,547
1,Democratic,college,46,773,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,548
1,Democratic,graduate,28,180,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,549
1,Democratic,college,30,70,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,550
1,Democratic,college,28,100,20k,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,20,NA,NA,1,0,1,0,1,1,551
1,Independent,highschool,34,610,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,552
1,Democratic,graduate,34,864,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,0,NA,NA,1,30,NA,NA,1,0,1,0,1,1,553
1,Democratic,college,41,800,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,554
1,Republican,graduate,23,152,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,555
1,Democratic,college,65,150,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,556
1,Democratic,college,18,949,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,557
1,Republican,college,61,440,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,558
0,Democratic,highschool,26,191,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,559
1,Democratic,college,59,810,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,560
1,Independent,college,53,281,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,561
1,Independent,college,31,139,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,562
1,Independent,highschool,58,706,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,563
1,Independent,college,22,750,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,564
1,Independent,college,39,166,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,565
1,Democratic,college,36,489,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,566
1,Democratic,college,53,72315,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,567
1,Independent,college,47,900,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,568
1,Independent,highschool,27,820,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,569
1,Democratic,college,51,937,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,570
1,Republican,highschool,37,322,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,571
1,Republican,college,57,326,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,572
1,Independent,college,28,785,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,573
1,Democratic,college,56,473,20k,NA,NA,1,75,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,75,NA,NA,1,0,1,0,1,1,574
1,Independent,graduate,32,441,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,575
1,Independent,college,33,880,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,576
1,Independent,graduate,33,752,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,577
1,Democratic,college,24,196,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,578
1,Democratic,college,28,481,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,579
1,Democratic,college,20,530,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,580
1,Independent,highschool,36,968,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,581
1,Independent,college,24,21,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,582
1,Democratic,college,43,770,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,583
1,Republican,highschool,32,300,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,584
1,Republican,college,30,100,20k,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,100,NA,NA,NA,NA,NA,1,0,0,0,1,585
1,Democratic,college,27,762,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,586
1,Independent,college,29,802,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,587
1,Republican,graduate,22,976,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,588
1,Democratic,graduate,32,941,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,589
1,Republican,highschool,28,800,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,590
0,Republican,graduate,29,606,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,591
1,Democratic,highschool,26,945,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,592
1,Republican,college,27,378,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,593
0,Independent,college,26,945,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,594
1,Republican,graduate,39,953,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,595
1,Republican,highschool,69,347,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,596
1,Democratic,college,22,300,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,597
1,Democratic,graduate,32,902,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,598
1,Independent,college,29,432,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,599
1,Republican,college,29,604,50k,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,25,NA,NA,1,0,1,0,1,1,600
1,Independent,college,25,543,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,601
1,Independent,college,26,76,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,602
1,Republican,college,33,70,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,603
1,Democratic,college,62,606,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,604
1,Independent,college,23,751,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,605
1,Democratic,college,37,282,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,606
1,Republican,graduate,26,152,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,607
1,Democratic,college,23,940,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,608
1,Republican,graduate,27,113,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,50,NA,NA,0,NA,NA,1,50,NA,NA,1,0,1,0,1,1,609
1,Democratic,college,34,900,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,610
1,Democratic,college,36,871,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,611
1,Republican,graduate,46,196,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,612
1,Democratic,graduate,32,762,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,613
1,Republican,college,26,894,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,614
1,Democratic,college,31,133,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,615
1,Democratic,graduate,28,490,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,616
1,Independent,college,35,481,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,617
1,Independent,highschool,35,210,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,618
1,Democratic,graduate,57,442,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,619
1,Democratic,college,29,631,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,620
1,Democratic,graduate,23,606,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,621
1,Republican,graduate,28,338,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA,NA,1,20,1,0,0,1,1,1,622
1,Democratic,graduate,38,836,50k,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,50,NA,NA,1,0,1,0,1,1,623
1,Democratic,college,28,907,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,624
1,Democratic,graduate,21,304,20k,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,1,0,0,1,1,1,625
1,Democratic,graduate,34,366,50k,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,25,1,0,0,1,1,1,626
0,Democratic,college,32,403,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,627
1,Republican,graduate,49,21,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,628
1,Democratic,college,34,923,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,629
1,Democratic,college,37,981,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,630
1,Independent,college,27,917,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,631
1,Independent,highschool,32,980,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,632
1,Independent,highschool,33,972,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,633
1,Independent,graduate,31,722,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,634
1,Independent,college,27,921,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,635
1,Democratic,college,43,708,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,636
0,Independent,college,35,303,20k,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,25,1,0,0,1,1,1,637
0,Independent,college,35,303,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,0,NA,NA,NA,NA,1,25,1,0,0,1,1,1,638
1,Republican,graduate,21,917,20k,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,1,0,0,1,1,1,639
1,Democratic,graduate,45,90305,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0,NA,NA,NA,NA,1,50,1,0,0,1,1,1,640
1,Independent,highschool,24,283,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,641
1,Democratic,college,40,481,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,642
1,Democratic,college,24,63,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,643
1,Democratic,graduate,25,104,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,644
1,Independent,college,33,982,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,645
1,Republican,graduate,29,402,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,646
1,Republican,graduate,38,341,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,647
1,Democratic,graduate,41,402,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,648
1,Republican,graduate,41,484,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,649
1,Independent,college,39,740,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,650
